2024-05-30 13:58:36,369 - logger.py - INFO - Logger initialized
2024-05-30 13:58:38,306 - main.py - INFO - Main function started
2024-05-30 13:58:39,964 - ugotcamera.py - INFO - camera opened
2024-05-30 13:58:40,011 - control_thread.py - INFO - Control thread started
2024-05-30 13:58:40,029 - ws_server.py - INFO - WebSocket server started
2024-05-30 13:58:40,030 - server.py - INFO - server listening on [::1]:8765
2024-05-30 13:58:40,030 - server.py - INFO - server listening on 127.0.0.1:8765
2024-05-30 13:58:49,327 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:49,526 - control_thread.py - INFO - Detected distance: 6.959405114857243, angle: 0.05817312017554997
2024-05-30 13:58:49,715 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:49,909 - control_thread.py - INFO - Detected distance: 6.994001115774712, angle: 0.11634623458314212
2024-05-30 13:58:50,116 - control_thread.py - INFO - Detected distance: 6.890948027633714, angle: -0.05817312017554997
2024-05-30 13:58:50,294 - control_thread.py - INFO - Detected distance: 6.890948027633714, angle: -0.05817312017554997
2024-05-30 13:58:50,476 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:50,680 - control_thread.py - INFO - Detected distance: 6.959405114857243, angle: 0.05817312017554997
2024-05-30 13:58:50,886 - control_thread.py - INFO - Detected distance: 6.890948027633714, angle: -0.05817312017554997
2024-05-30 13:58:51,089 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:51,309 - control_thread.py - INFO - Detected distance: 6.959405114857243, angle: 0.05817312017554997
2024-05-30 13:58:51,541 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:51,667 - control_thread.py - INFO - Detected distance: 6.959405114857243, angle: 0.05817312017554997
2024-05-30 13:58:51,876 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:52,078 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:52,268 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:52,452 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:52,659 - control_thread.py - INFO - Detected distance: 6.925054954170295, angle: 0.0
2024-05-30 13:58:52,843 - control_thread.py - INFO - Detected distance: 6.890948027633714, angle: -0.05817312017554997
2024-05-30 13:58:52,996 - control_thread.py - INFO - Detected distance: 6.890948027633714, angle: -0.05817312017554997
2024-05-30 13:58:53,140 - control_thread.py - INFO - Detected distance: 7.02884560036592, angle: 0.17451933745482198
2024-05-30 13:58:53,335 - control_thread.py - INFO - Detected distance: 7.741791411393747, angle: 0.11634623458314212
2024-05-30 13:58:53,515 - control_thread.py - INFO - Detected distance: 14.351087210661644, angle: 10.117063342894916
2024-05-30 13:58:53,638 - control_thread.py - INFO - Detected distance: 22.393620452742393, angle: 13.54219668183088
2024-05-30 13:58:53,846 - control_thread.py - INFO - Detected distance: 32.87757063936238, angle: 9.536154898517891
2024-05-30 13:58:54,007 - control_thread.py - INFO - Detected distance: 25.62756434118246, angle: 2.3268633235102656
2024-05-30 13:58:54,201 - control_thread.py - INFO - Detected distance: 42.684529373693486, angle: -11.743056428159884
2024-05-30 13:58:54,378 - control_thread.py - INFO - Detected distance: 55.85960153729193, angle: -10.814020892253005
2024-05-30 13:58:54,565 - control_thread.py - INFO - Detected distance: 55.855897285358566, angle: -10.407480399279507
2024-05-30 13:58:54,683 - control_thread.py - INFO - Detected distance: 54.6235892972105, angle: -10.523640057486027
2024-05-30 13:58:54,860 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:54,976 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:55,218 - control_thread.py - INFO - Detected distance: 55.23318702944648, angle: -10.465560745835365
2024-05-30 13:58:55,460 - control_thread.py - INFO - Detected distance: 55.855897285358566, angle: -10.407480399279507
2024-05-30 13:58:55,642 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:55,814 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:55,996 - control_thread.py - INFO - Detected distance: 56.49319702415779, angle: -10.465560745835365
2024-05-30 13:58:56,177 - control_thread.py - INFO - Detected distance: 56.49319702415779, angle: -10.465560745835365
2024-05-30 13:58:56,351 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:56,536 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:56,708 - control_thread.py - INFO - Detected distance: 55.234225536029335, angle: -10.581718328519205
2024-05-30 13:58:56,883 - control_thread.py - INFO - Detected distance: 55.234225536029335, angle: -10.581718328519205
2024-05-30 13:58:57,056 - control_thread.py - INFO - Detected distance: 55.234225536029335, angle: -10.581718328519205
2024-05-30 13:58:57,251 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:57,435 - control_thread.py - INFO - Detected distance: 55.234225536029335, angle: -10.581718328519205
2024-05-30 13:58:57,679 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:57,920 - control_thread.py - INFO - Detected distance: 56.493726102356696, angle: -10.523640057486027
2024-05-30 13:58:58,116 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:58,315 - control_thread.py - INFO - Detected distance: 55.23318702944648, angle: -10.465560745835365
2024-05-30 13:58:58,350 - ws_server.py - INFO - Received message: {"command":"align"}
2024-05-30 13:58:58,351 - ws_server.py - INFO - Received command: align
2024-05-30 13:58:58,512 - control_thread.py - INFO - Detected distance: 55.23318702944648, angle: -10.465560745835365
2024-05-30 13:58:58,648 - control_thread.py - INFO - Detected distance: 56.49319702415779, angle: -10.465560745835365
2024-05-30 13:58:58,840 - control_thread.py - INFO - Detected distance: 55.85694116870476, angle: -10.523640057486027
2024-05-30 13:58:59,049 - control_thread.py - INFO - Detected distance: 56.48001837404408, angle: -8.897046864703027
2024-05-30 13:58:59,243 - control_thread.py - INFO - Detected distance: 54.604117420200396, angle: -8.025365711957104
2024-05-30 13:58:59,470 - control_thread.py - INFO - Detected distance: 54.60219357995277, angle: -7.734764648294276
2024-05-30 13:58:59,653 - control_thread.py - INFO - Detected distance: 55.82634622039824, angle: -6.281486508301024
2024-05-30 13:58:59,852 - control_thread.py - INFO - Detected distance: 55.82170417202479, angle: -5.351178759631041
2024-05-30 13:59:00,074 - control_thread.py - INFO - Detected distance: 55.82143869375779, angle: -5.293029774112344
2024-05-30 13:59:00,269 - control_thread.py - INFO - Detected distance: 55.82143869375779, angle: -5.293029774112344
2024-05-30 13:59:00,478 - control_thread.py - INFO - Detected distance: 56.453942651212934, angle: -4.3625785935139145
2024-05-30 13:59:00,666 - control_thread.py - INFO - Detected distance: 55.817156058324876, angle: -4.246263929929137
2024-05-30 13:59:00,885 - control_thread.py - INFO - Detected distance: 55.189730938881866, angle: -2.6758700065141245
2024-05-30 13:59:01,069 - control_thread.py - INFO - Detected distance: 55.187900659609035, angle: -1.6869970677651411
2024-05-30 13:59:01,301 - control_thread.py - INFO - Detected distance: 56.445811432734, angle: -0.5235573894265945
2024-05-30 13:59:01,505 - control_thread.py - INFO - Detected distance: 57.760701387018855, angle: 0.34903851917496764
2024-05-30 13:59:01,722 - control_thread.py - INFO - Detected distance: 57.095998374773885, angle: 0.34903851917496764
2024-05-30 13:59:01,858 - control_thread.py - INFO - Detected distance: 56.44572929351384, angle: 0.29086548551866515
2024-05-30 13:59:02,012 - control_thread.py - INFO - Detected distance: 57.760701387018855, angle: 0.34903851917496764
2024-05-30 13:59:02,143 - control_thread.py - INFO - Detected distance: 57.760701387018855, angle: 0.34903851917496764
2024-05-30 13:59:02,347 - control_thread.py - INFO - Detected distance: 57.760701387018855, angle: 0.34903851917496764
2024-05-30 13:59:02,589 - control_thread.py - INFO - Detected distance: 57.095998374773885, angle: 0.34903851917496764
2024-05-30 13:59:02,709 - control_thread.py - INFO - Detected distance: 57.09598206297303, angle: 0.29086548551866515
2024-05-30 13:59:02,912 - control_thread.py - INFO - Detected distance: 56.44572929351384, angle: 0.29086548551866515
2024-05-30 13:59:03,147 - control_thread.py - INFO - Detected distance: 57.095998374773885, angle: 0.34903851917496764
2024-05-30 13:59:03,337 - control_thread.py - INFO - Detected distance: 57.095998374773885, angle: 0.34903851917496764
2024-05-30 13:59:03,520 - control_thread.py - INFO - Detected distance: 56.44572929351384, angle: 0.29086548551866515
2024-05-30 13:59:03,748 - control_thread.py - INFO - Detected distance: 57.760701387018855, angle: 0.34903851917496764
2024-05-30 13:59:03,954 - control_thread.py - INFO - Detected distance: 57.760701387018855, angle: 0.34903851917496764
2024-05-30 13:59:04,152 - control_thread.py - INFO - Detected distance: 57.09598206297303, angle: 0.29086548551866515
2024-05-30 13:59:04,361 - control_thread.py - INFO - Detected distance: 57.09598206297303, angle: 0.29086548551866515
2024-05-30 13:59:04,480 - control_thread.py - INFO - Detected distance: 57.760701387018855, angle: 0.34903851917496764
2024-05-30 13:59:04,663 - control_thread.py - INFO - Detected distance: 57.095998374773885, angle: 0.34903851917496764
2024-05-30 13:59:04,790 - control_thread.py - INFO - Detected distance: 57.760701387018855, angle: 0.34903851917496764
2024-05-30 13:59:04,995 - control_thread.py - INFO - Detected distance: 57.760701387018855, angle: 0.34903851917496764
2024-05-30 13:59:05,223 - control_thread.py - INFO - Detected distance: 57.09598206297303, angle: 0.29086548551866515
2024-05-30 13:59:05,284 - ws_server.py - INFO - Received message: {"command":"translate"}
2024-05-30 13:59:05,284 - ws_server.py - INFO - Received command: translate
2024-05-30 13:59:05,344 - control_thread.py - INFO - Detected distance: 57.09598206297303, angle: 0.29086548551866515
2024-05-30 13:59:05,573 - control_thread.py - INFO - Detected distance: 57.09598206297303, angle: 0.29086548551866515
2024-05-30 13:59:05,773 - control_thread.py - INFO - Detected distance: 56.44572929351384, angle: 0.29086548551866515
2024-05-30 13:59:05,960 - control_thread.py - INFO - Detected distance: 51.17286615215663, angle: -0.17451933745482198
2024-05-30 13:59:06,121 - control_thread.py - INFO - Detected distance: 48.15042215222789, angle: -0.11634623458314212
2024-05-30 13:59:06,315 - control_thread.py - INFO - Detected distance: 35.34204858235695, angle: -0.05817312017554997
2024-05-30 13:59:06,513 - control_thread.py - INFO - Detected distance: 26.69937127507526, angle: 0.6399030529847414
2024-05-30 13:59:06,708 - control_thread.py - INFO - Detected distance: 23.571822984485074, angle: 0.0
2024-05-30 13:59:06,925 - control_thread.py - INFO - Detected distance: 17.97203400385367, angle: 0.34903851917496764
2024-05-30 13:59:07,149 - control_thread.py - INFO - Detected distance: 12.916155282144066, angle: 0.05817312017554997
2024-05-30 13:59:07,347 - control_thread.py - INFO - Detected distance: 11.124944699421043, angle: 0.465384476896806
2024-05-30 13:59:07,718 - control_thread.py - INFO - Detected distance: 7.280087627801726, angle: 1.512484253624852
2024-05-30 13:59:08,001 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:08,151 - control_thread.py - INFO - Detected distance: 6.758015145404426, angle: -4.013629598770013
2024-05-30 13:59:08,298 - control_thread.py - INFO - Detected distance: 6.758015145404426, angle: -4.013629598770013
2024-05-30 13:59:08,494 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:08,786 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:08,926 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:09,287 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:09,497 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:09,704 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:09,919 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:10,162 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:10,354 - control_thread.py - INFO - Detected distance: 6.725048025940437, angle: -3.9554700070780395
2024-05-30 13:59:10,540 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:10,672 - control_thread.py - INFO - Detected distance: 5.471411469467215, angle: -0.5817302500451741
2024-05-30 13:59:10,861 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:11,047 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:11,354 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:11,534 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:11,718 - control_thread.py - INFO - Detected distance: 6.757714257545195, angle: -3.432016731251672
2024-05-30 13:59:11,903 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:12,102 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:12,273 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:12,464 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:12,651 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:12,918 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:13,105 - control_thread.py - INFO - Detected distance: 5.422326440567641, angle: -0.6980757924775274
2024-05-30 13:59:13,317 - control_thread.py - INFO - Detected distance: 5.398004314046414, angle: -0.7562484627558008
2024-05-30 13:59:13,495 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:13,671 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:13,847 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:14,038 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:14,222 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:14,422 - control_thread.py - INFO - Detected distance: 6.725048025940437, angle: -3.9554700070780395
2024-05-30 13:59:14,629 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:14,817 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:14,941 - control_thread.py - INFO - Detected distance: 6.659678150682468, angle: -3.6065044256696543
2024-05-30 13:59:15,163 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:15,370 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:15,556 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:15,767 - control_thread.py - INFO - Detected distance: 6.757770674745852, angle: -3.548342210658787
2024-05-30 13:59:15,959 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:16,129 - control_thread.py - INFO - Detected distance: 6.692130235977558, angle: -3.548342210658787
2024-05-30 13:59:16,322 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:16,501 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:16,690 - control_thread.py - INFO - Detected distance: 6.857879987995715, angle: -3.37385347837899
2024-05-30 13:59:16,942 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:17,130 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:17,327 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:17,519 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:17,685 - control_thread.py - INFO - Detected distance: 6.725048025940437, angle: -3.9554700070780395
2024-05-30 13:59:17,888 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:18,067 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:18,256 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:18,442 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:18,626 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:18,825 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:18,973 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:19,117 - ws_server.py - INFO - Received message: {"command":"align"}
2024-05-30 13:59:19,117 - ws_server.py - INFO - Received command: align
2024-05-30 13:59:19,156 - control_thread.py - INFO - Detected distance: 6.724752866950319, angle: -3.37385347837899
2024-05-30 13:59:19,345 - control_thread.py - INFO - Detected distance: 6.757714257545195, angle: -3.432016731251672
2024-05-30 13:59:19,544 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:19,740 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:19,984 - control_thread.py - INFO - Detected distance: 5.373816921711446, angle: -0.6980757924775274
2024-05-30 13:59:20,173 - control_thread.py - INFO - Detected distance: 6.790850948028802, angle: -3.37385347837899
2024-05-30 13:59:20,357 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:20,539 - control_thread.py - INFO - Detected distance: 6.758015145404426, angle: -4.013629598770013
2024-05-30 13:59:20,714 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:20,891 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:21,092 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:21,351 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:21,544 - control_thread.py - INFO - Detected distance: 6.595383966586883, angle: -3.6065044256696543
2024-05-30 13:59:21,722 - control_thread.py - INFO - Detected distance: 6.6596213867186735, angle: -3.4901796439322332
2024-05-30 13:59:21,920 - control_thread.py - INFO - Detected distance: 6.791213275827664, angle: -4.071788792660666
2024-05-30 13:59:22,090 - control_thread.py - INFO - Detected distance: 6.757951207532961, angle: -3.897310023344655
2024-05-30 13:59:22,273 - control_thread.py - INFO - Detected distance: 6.563537704056051, angle: -3.548342210658787
2024-05-30 13:59:22,431 - control_thread.py - INFO - Detected distance: 5.3980155928244455, angle: -0.8725935725980932
2024-05-30 13:59:22,600 - control_thread.py - INFO - Detected distance: 6.757951207532961, angle: -3.897310023344655
2024-05-30 13:59:22,825 - control_thread.py - INFO - Detected distance: 23.34932485908612, angle: 28.335040996124526
2024-05-30 13:59:22,957 - control_thread.py - INFO - Detected distance: 22.865612598309994, angle: 28.679940699051
2024-05-30 13:59:23,155 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:23,249 - ws_server.py - INFO - Received message: {"command":"align"}
2024-05-30 13:59:23,250 - ws_server.py - INFO - Received command: align
2024-05-30 13:59:23,418 - control_thread.py - INFO - Detected distance: 23.351833989173272, angle: 28.564985222282278
2024-05-30 13:59:23,626 - control_thread.py - INFO - Detected distance: 23.859511057555924, angle: 28.679940699051
2024-05-30 13:59:23,833 - control_thread.py - INFO - Detected distance: 23.34932485908612, angle: 28.335040996124526
2024-05-30 13:59:24,013 - control_thread.py - INFO - Detected distance: 23.85822441085184, angle: 28.564985222282278
2024-05-30 13:59:24,201 - control_thread.py - INFO - Detected distance: 22.86314045756885, angle: 28.450018640333905
2024-05-30 13:59:24,390 - control_thread.py - INFO - Detected distance: 6.532022360397163, angle: -3.722827777498648
2024-05-30 13:59:24,627 - control_thread.py - INFO - Detected distance: 24.119515520439787, angle: 28.622464351495523
2024-05-30 13:59:24,812 - control_thread.py - INFO - Detected distance: 23.10393871035257, angle: 28.392531198328427
2024-05-30 13:59:24,998 - control_thread.py - INFO - Detected distance: 23.35057689918488, angle: 28.450018640333905
2024-05-30 13:59:25,153 - control_thread.py - INFO - Detected distance: 23.35057689918488, angle: 28.450018640333905
2024-05-30 13:59:25,331 - control_thread.py - INFO - Detected distance: 23.859511057555924, angle: 28.679940699051
2024-05-30 13:59:25,540 - control_thread.py - INFO - Detected distance: 5.398004314046414, angle: -0.7562484627558008
2024-05-30 13:59:25,728 - control_thread.py - INFO - Detected distance: 21.71778570680004, angle: 28.16255388201815
2024-05-30 13:59:25,898 - control_thread.py - INFO - Detected distance: 23.35057689918488, angle: 28.450018640333905
2024-05-30 13:59:26,015 - control_thread.py - INFO - Detected distance: 23.85822441085184, angle: 28.564985222282278
2024-05-30 13:59:26,222 - control_thread.py - INFO - Detected distance: 23.35057689918488, angle: 28.450018640333905
2024-05-30 13:59:26,423 - control_thread.py - INFO - Detected distance: 23.601959404721722, angle: 28.50750331677373
2024-05-30 13:59:26,609 - control_thread.py - INFO - Detected distance: 27.037644677799843, angle: 28.622464351495523
2024-05-30 13:59:26,819 - control_thread.py - INFO - Detected distance: 22.62558294298914, angle: 28.392531198328427
2024-05-30 13:59:26,995 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:27,266 - control_thread.py - INFO - Detected distance: 23.10518143996711, angle: 28.50750331677373
2024-05-30 13:59:27,461 - control_thread.py - INFO - Detected distance: 23.601959404721722, angle: 28.50750331677373
2024-05-30 13:59:27,745 - control_thread.py - INFO - Detected distance: 23.351833989173272, angle: 28.564985222282278
2024-05-30 13:59:27,934 - control_thread.py - INFO - Detected distance: 6.692247891110272, angle: -3.780988902794471
2024-05-30 13:59:28,115 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:28,302 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:28,493 - control_thread.py - INFO - Detected distance: 22.86437405054812, angle: 28.564985222282278
2024-05-30 13:59:28,684 - control_thread.py - INFO - Detected distance: 0, angle: 0
2024-05-30 13:59:28,862 - control_thread.py - INFO - Detected distance: 6.627449567364029, angle: -3.6646662832033607
2024-05-30 13:59:29,014 - control_thread.py - INFO - Detected distance: 22.16224131469227, angle: 28.16255388201815
2024-05-30 13:59:29,221 - control_thread.py - INFO - Detected distance: 22.624368136854862, angle: 28.277548039090988
2024-05-30 13:59:29,399 - control_thread.py - INFO - Detected distance: 23.10393871035257, angle: 28.392531198328427
2024-05-30 13:59:29,572 - control_thread.py - INFO - Detected distance: 27.364004253241887, angle: 28.564985222282278
2024-05-30 13:59:29,756 - control_thread.py - INFO - Detected distance: 23.85822441085184, angle: 28.564985222282278
2024-05-30 13:59:29,935 - control_thread.py - INFO - Detected distance: 5.422336945082441, angle: -0.8144210580518713
2024-05-30 13:59:30,171 - control_thread.py - INFO - Detected distance: 23.601959404721722, angle: 28.50750331677373
2024-05-30 13:59:30,287 - control_thread.py - INFO - Detected distance: 24.116927394181012, angle: 28.392531198328427
2024-05-30 13:59:30,404 - control_thread.py - INFO - Detected distance: 23.601959404721722, angle: 28.50750331677373
2024-05-30 13:59:30,601 - control_thread.py - INFO - Detected distance: 6.724865309557155, angle: -3.6065044256696543
2024-05-30 13:59:30,790 - control_thread.py - INFO - Detected distance: 23.603231131060696, angle: 28.622464351495523
